brickname,brickid,coverage_class_exact_indicator
0691m452,96007,required
0691m455,94994,required
0691m457,93985,required
0691m470,89007,required
0691m480,85109,required
0691m497,78467,required
0691m502,76611,required
0691m507,74775,required
0691m537,64172,required
0691m567,54300,required
0691m575,51949,required
0691m650,31123,required
0691m657,29316,required
0691m745,12132,required
0691m762,9576,required
0691m805,4606,required
0691m815,3695,required
0692m397,119399,required
0692m407,114996,required
0692m417,110657,required
0692m420,109582,required
0692m432,104276,required
0692m435,103227,required
0692m447,98049,required
0692m450,97026,required
0692m467,89994,required
0692m472,88026,required
0692m492,80341,required
0692m495,79402,required
0692m522,69386,required
0692m527,67628,required
0692m532,65890,required
0692m535,65029,required
0692m540,63321,required
0692m545,61635,required
0692m547,60800,required
0692m552,59144,required
0692m557,57508,required
0692m560,56699,required
0692m565,55095,required
0692m572,52728,required
0692m577,51176,required
0692m582,49646,required
0692m585,48889,required
0692m590,47391,required
0692m597,45184,required
0692m632,35537,required
0692m652,30516,required
0692m660,28725,required
0692m747,11749,required
0692m790,6155,required
0693m395,120510,required
0693m405,116091,required
0693m415,111736,required
0693m430,105329,required
0693m445,99076,required
0693m460,92981,required
0693m462,91980,required
0693m465,90985,required
0693m485,83188,required
0693m490,81286,required
0693m520,70273,required
0693m525,68505,required
0693m530,66757,required
0693m542,62476,required
0693m580,50409,required
0693m587,48138,required
0693m592,46650,required
0693m600,44459,required
0693m635,34890,required
0693m640,33612,required
0693m765,9235,required
0693m832,2343,required
0693m842,1708,required
0694m400,118293,required
0694m402,117190,required
0694m412,112819,required
0694m422,108512,required
0694m427,106386,required
0694m437,102183,required
0694m442,100107,required
0694m452,96008,required
0694m457,93986,required
0694m477,86077,required
0694m482,84147,required
0694m500,77537,required
0694m505,75691,required
0694m510,73865,required
0694m512,72960,required
0694m515,72059,required
0694m517,71164,required
0694m595,45915,required
0694m602,43740,required
0694m607,42318,required
0694m610,41615,required
0694m637,34249,required
0694m642,32981,required
0694m735,13725,required
0694m750,11372,required
0694m782,7015,required
0694m792,5882,required
0694m807,4369,required
0694m817,3484,required
0695m397,119400,required
0695m407,114997,required
0695m410,113906,required
0695m420,109583,required
0695m425,107447,required
0695m450,97027,required
0695m455,94995,required
0695m470,89008,required
0695m475,87050,required
0695m480,85110,required
0695m492,80342,required
0695m497,78468,required
0695m502,76612,required
0695m507,74776,required
0695m555,58324,required
0695m567,54301,required
0695m605,43027,required
0695m612,40918,required
0695m645,32356,required
0695m752,11001,required
0695m767,8900,required
0696m395,120511,required
0696m405,116092,required
0696m417,110658,required
0696m432,104277,required
0696m447,98050,required
0696m462,91981,required
0696m467,89995,required
0696m472,88027,required
0696m490,81287,required
0696m495,79403,required
0696m522,69387,required
0696m527,67629,required
0696m532,65891,required
0696m535,65030,required
0696m537,64173,required
0696m540,63322,required
0696m545,61636,required
0696m550,59970,required
0696m552,59145,required
0696m557,57509,required
0696m565,55096,required
0696m570,53512,required
0696m575,51950,required
0696m582,49647,required
0696m647,31737,required
0696m655,29914,required
0696m737,13318,required
0696m770,8571,required
0696m785,6722,required
0696m795,5615,required
0696m810,4138,required
0697m402,117191,required
0697m412,112820,required
0697m415,111737,required
0697m427,106387,required
0697m430,105330,required
0697m440,101143,required
0697m445,99077,required
0697m460,92982,required
0697m465,90986,required
0697m482,84148,required
0697m485,83189,required
0697m487,82236,required
0697m520,70274,required
0697m525,68506,required
0697m530,66758,required
0697m542,62477,required
0697m547,60801,required
0697m560,56700,required
0697m572,52729,required
0697m577,51177,required
0697m580,50410,required
0697m585,48890,required
0697m590,47392,required
0697m597,45185,required
0697m630,36191,required
0697m650,31124,required
0697m740,12917,required
0697m755,10636,required
0697m820,3279,required
0697m845,1565,required
0697m870,475,required
0698m397,119401,required
0698m420,109584,required
0698m425,107448,required
0698m437,102184,required
0698m442,100108,required
0698m452,96009,required
0698m457,93987,required
0698m475,87051,required
0698m477,86078,required
0698m480,85111,required
0698m500,77538,required
0698m505,75692,required
0698m510,73866,required
0698m512,72961,required
0698m515,72060,required
0698m517,71165,required
0698m587,48139,required
0698m592,46651,required
0698m595,45916,required
0698m600,44460,required
0698m632,35538,required
0698m652,30517,required
0698m757,10277,required
0698m772,8248,required
0698m787,6435,required
0699m395,120512,required
0699m407,114998,required
0699m417,110659,required
0699m432,104278,required
0699m435,103229,required
0699m450,97028,required
0699m455,94996,required
0699m470,89009,required
0699m472,88028,required
0699m492,80343,required
0699m497,78469,required
0699m502,76613,required
0699m507,74777,required
0699m635,34891,required
0699m640,33613,required
0699m797,5354,required
0699m812,3913,required
0700m415,111738,required
0700m430,105331,required
0700m440,101144,required
0700m445,99078,required
0700m447,98051,required
0700m460,92983,required
0700m465,90987,required
0700m485,83190,required
0700m490,81288,required
0700m495,79404,required
0700m522,69388,required
0700m527,67630,required
0700m532,65892,required
0700m537,64174,required
0700m540,63323,required
0700m545,61637,required
0700m550,59971,required
0700m555,58325,required
0700m557,57510,required
0700m567,54302,required
0700m612,40919,required
0700m637,34250,required
0700m642,32982,required
0700m645,32357,required
0700m745,12133,required
0700m760,9924,required
0700m775,7931,required
0700m822,3080,required
0700m880,216,required
0701m400,118295,required
0701m410,113908,required
0701m412,112821,required
0701m422,108514,required
0701m427,106388,required
0701m437,102185,required
0701m442,100109,required
0701m452,96010,required
0701m457,93988,required
0701m477,86079,required
0701m482,84149,required
0701m487,82237,required
0701m520,70275,required
0701m525,68507,required
0701m530,66759,required
0701m535,65031,required
0701m542,62478,required
0701m547,60802,required
0701m565,55097,required
0701m570,53513,required
0701m575,51951,required
0701m577,51178,required
0701m582,49648,required
0701m647,31738,required
0701m800,5099,required
0702m395,120513,required
0702m397,119402,required
0702m417,110660,required
0702m420,109585,required
0702m425,107449,required
0702m450,97029,required
0702m455,94997,required
0702m475,87052,required
0702m480,85112,required
0702m500,77539,required
0702m505,75693,required
0702m510,73867,required
0702m512,72962,required
0702m515,72061,required
0702m517,71166,required
0702m572,52730,required
0702m580,50411,required
0702m590,47393,required
0702m592,46652,required
0702m597,45186,required
0702m650,31125,required
0702m747,11750,required
0702m762,9577,required
0702m777,7620,required
0703m405,116094,required
0703m415,111739,required
0703m432,104279,required
0703m447,98052,required
0703m462,91983,required
0703m467,89997,required
0703m472,88029,required
0703m497,78470,required
0703m502,76614,required
0703m587,48140,required
0703m595,45917,required
0703m600,44461,required
0703m630,36192,required
0703m632,35539,required
0703m652,30518,required
0703m825,2887,required
0703m857,941,required
0704m400,118296,required
0704m412,112822,required
0704m422,108515,required
0704m427,106389,required
0704m445,99079,required
0704m460,92984,required
0704m465,90988,required
0704m485,83191,required
0704m495,79405,required
0704m522,69389,required
0704m532,65893,required
0704m537,64175,required
0704m550,59972,required
0704m555,58326,required
0704m602,43742,required
0704m607,42320,required
0704m635,34892,required
0704m640,33614,required
0704m765,9236,required
0704m780,7315,required
0704m802,4850,required
0705m397,119403,required
0705m410,113909,required
0705m420,109586,required
0705m425,107450,required
0705m435,103231,required
0705m437,102186,required
0705m442,100110,required
0705m452,96011,required
0705m457,93989,required
0705m477,86080,required
0705m482,84150,required
0705m487,82238,required
0705m520,70276,required
0705m525,68508,required
0705m530,66760,required
0705m535,65032,required
0705m540,63324,required
0705m542,62479,required
0705m545,61638,required
0705m547,60803,required
0705m552,59147,required
0705m557,57511,required
0705m562,55897,required
0705m567,54303,required
0705m570,53514,required
0705m575,51952,required
0705m605,43029,required
0705m610,41617,required
0705m637,34251,required
0705m752,11002,required
0705m767,8901,required
0705m790,6156,required
0705m872,400,required
0706m395,120514,required
0706m417,110661,required
0706m432,104280,required
0706m450,97030,required
0706m455,94998,required
0706m475,87053,required
0706m480,85113,required
0706m500,77540,required
0706m505,75694,required
0706m510,73868,required
0706m512,72963,required
0706m515,72062,required
0706m517,71167,required
0706m560,56702,required
0706m565,55098,required
0706m572,52731,required
0706m577,51179,required
0706m582,49649,required
0706m590,47394,required
